      #Energy        PDOS
     -67.01577       0.00000
     -66.94377       0.00000
     -66.87177       0.00000
     -66.79977       0.00000
     -66.72777       0.00000
     -66.65577       0.00000
     -66.58377       0.00000
     -66.51077       0.00000
     -66.43877       0.00000
     -66.36677       0.00000
     -66.29477       0.00000
     -66.22277       0.00000
     -66.15077       0.00000
     -66.07877       0.00000
     -66.00677       0.00000
     -65.93477       0.00000
     -65.86277       0.00000
     -65.79077       0.00000
     -65.71877       0.00000
     -65.64677       0.00000
     -65.57477       0.00000
     -65.50177       0.00000
     -65.42977       0.00000
     -65.35777       0.00000
     -65.28577       0.00000
     -65.21377       0.00000
     -65.14177       0.00000
     -65.06977       0.00000
     -64.99777       0.00001
     -64.92577       0.00001
     -64.85377       0.00002
     -64.78177       0.00003
     -64.70977       0.00004
     -64.63777       0.00004
     -64.56577       0.00004
     -64.49277       0.00004
     -64.42077       0.00004
     -64.34877       0.00004
     -64.27677       0.00004
     -64.20477       0.00004
     -64.13277       0.00004
     -64.06077       0.00004
     -63.98877       0.00004
     -63.91677       0.00004
     -63.84477       0.00004
     -63.77277       0.00004
     -63.70077       0.00004
     -63.62877       0.00004
     -63.55677       0.00004
     -63.48377       0.00004
     -63.41177       0.00004
     -63.33977       0.00004
     -63.26777       0.00004
     -63.19577       0.00004
     -63.12377       0.00004
     -63.05177       0.00004
     -62.97977       0.00004
     -62.90777       0.00004
     -62.83577       0.00004
     -62.76377       0.00004
     -62.69177       0.00004
     -62.61977       0.00004
     -62.54777       0.00004
     -62.47477       0.00004
     -62.40277       0.00004
     -62.33077       0.00004
     -62.25877       0.00004
     -62.18677       0.00004
     -62.11477       0.00004
     -62.04277       0.00004
     -61.97077       0.00004
     -61.89877       0.00004
     -61.82677       0.00004
     -61.75477       0.00004
     -61.68277       0.00004
     -61.61077       0.00004
     -61.53877       0.00004
     -61.46577       0.00004
     -61.39377       0.00004
     -61.32177       0.00004
     -61.24977       0.00004
     -61.17777       0.00004
     -61.10577       0.00004
     -61.03377       0.00004
     -60.96177       0.00004
     -60.88977       0.00004
     -60.81777       0.00004
     -60.74577       0.00004
     -60.67377       0.00004
     -60.60177       0.00004
     -60.52977       0.00004
     -60.45677       0.00004
     -60.38477       0.00004
     -60.31277       0.00004
     -60.24077       0.00004
     -60.16877       0.00004
     -60.09677       0.00004
     -60.02477       0.00004
     -59.95277       0.00004
     -59.88077       0.00004
     -59.80877       0.00004
     -59.73677       0.00004
     -59.66477       0.00004
     -59.59277       0.00004
     -59.52077       0.00004
     -59.44777       0.00004
     -59.37577       0.00004
     -59.30377       0.00004
     -59.23177       0.00004
     -59.15977       0.00004
     -59.08777       0.00004
     -59.01577       0.00004
     -58.94377       0.00004
     -58.87177       0.00004
     -58.79977       0.00004
     -58.72777       0.00004
     -58.65577       0.00004
     -58.58377       0.00004
     -58.51077       0.00004
     -58.43877       0.00004
     -58.36677       0.00004
     -58.29477       0.00004
     -58.22277       0.00004
     -58.15077       0.00004
     -58.07877       0.00004
     -58.00677       0.00004
     -57.93477       0.00004
     -57.86277       0.00004
